phrase,en,id
心态,"attitude (of the heart), state of one's psyche, way of thinking",1401
南辕北辙,to act in a way that defeats one's purpose (idiom),1402
注重,"to pay attention to, to emphasize",1403
胜负,"victory or defeat, the outcome of a battle",1404
残酷,"cruel, cruelty",1405
争议,"controversy, dispute, to dispute",1406
打仗,"to fight a battle, to go to war",1407
打官司,"to file a lawsuit, to sue, to dispute",1408
守护,"to guard, to protect",1409
谴责,"to denounce, to condemn, to criticize, condemnation, criticism",1410
凶手,"murderer, assassin",1411
冤枉,"to accuse wrongly, to treat unjustly, injustice, wronged",1412
辩解,"to explain, to justify, to defend (a point of view etc)",1413
成心,"on purpose, deliberate",1414
意料,"to anticipate, to expect",1415
频繁,"frequently, often",1416
航空,aviation,1417
大意,careless,1418
悲哀,"grieved, sorrowful",1419
主办,"to organize, to host (a conference or sports event)",1420
特意,"specially, intentionally",1421
警告,"to warn, to admonish",1422
疏忽,"to neglect, to overlook, negligence, carelessness",1423
重心,"center of gravity, the main part",1424
熨,to iron,1425
磕,"to tap, to knock (against sth hard), to knock (mud from boots",1426
嘴唇,lip,1427
拽,"to drag, to haul",1428
恼火,"to get angry, irritated, to annoy, to aggravate, annoying",1429
雪上加霜,to add hail to snow (idiom); one disaster on top of another,1430
荒唐,"beyond belief, preposterous, absurd, intemperate, dissipated",1431
指甲,fingernail,1432
处置,"to handle, to take care of, to punish",1433
遭受,"to suffer, to sustain (loss, misfortune)",1434
微不足道,"negligible, insignificant",1435
发射," to launch (a rocket), to fire (a projectile), to emit (a signal)",1436
司法,"judicial, (administration of) justice",1437
伪造,"to forge, to fake, to counterfeit",1438
专利,patent,1439
诉讼,lawsuit,1440
人道,"human sympathy, humanitarianism",1441
主义,"-ism, ideology",1442
申报,"to report (to the authorities), to declare (to customs)",1443
条款,clause (of contract or law),1444
领土,territory,1445
转让,"transfer (technology, goods etc), conveyancing (property)",1446
宣誓,"to swear an oath (of office), to make a vow",1447
导弹,"guided missile, cruise missile, missile",1448
周转,turnover (in cash or personnel),1449
财政,"finances (public), financial",1450
冻结,"to freeze (loan, wage, price etc)",1451
纠纷,dispute,1452
赤字,"(financial) deficit, red letter",1453
流通,"to circulate, to distribute, circulation, distribution",1454
种族,"race, ethnicity",1455
服气,"to be convinced, to accept",1456
军队,"army, troops",1457
武器,"weapon, arms",1458
当务之急,"top priority job, matter of vital importance",1459
承办,"to undertake, to accept a contract",1460
委托,"to entrust, to trust, to commission",1461
即将,"on the eve of, to be about to, to be on the verge of",1462
紧迫,"pressing, urgent",1463
公务,official business,1464
款待,"to entertain, to be hospitable to",1465
叮嘱,"to warn repeatedly, to urge, to exhort again and again",1466
算数,"to count numbers, to keep to one's word",1467
逼迫,"to force, to compel, to coerce",1468
吩咐,"to tell, to instruct, to command",1469
下属,"subordinate, underling",1470
充足,"adequate, sufficient, abundant",1471
拖延,"to delay, to put off, to procrastinate",1472
期限,"time limit, deadline, allotted time",1473
活该,"serve sb right, deservedly, ought, should",1474
探听,"to make inquiries, to try to find out, to pry",1475
汇报,"to report, to give an account of",1476
探望,"to visit, to call on sb, to look around",1477
寒暄,"to exchange conventional greetings, to talk about the weather",1478
为难,"to feel embarrassed or awkward, to make things difficult (for someone)",1479
严密,"strict, tight (organization, surveillance etc)",1480
侧面,"lateral side, side, aspect, profile",1481
机密,"secret, classified (information)",1482
保密,"to keep sth confidential, to maintain secrecy",1483
走漏,"to leak (of information, liquid etc), to divulge",1484
沉思,"to contemplate, to ponder, contemplation, meditation",1485
意图,"intent, intention, intend, schematic diagram",1486
私自,"private, personal, secretly, without explicit approval",1487
妥当,"appropriate, proper, ready",1488
占领,"to occupy (a territory), to hold",1489
封锁,"to blockade, to seal off",1490
驻扎,"to station, to garrison (troops)",1491
指定,"to appoint, to assign",1492
响亮,"loud and clear, resounding",1493
舱,"cabin, the hold of a ship or airplane",1494
嘱咐,"to tell, to exhort, injunction",1495
茫茫,"boundless, vast and obscure",1496
调动,"to transfer, to maneuver (troops etc), to mobilize, to bring into play",1497
一齐,"at the same time, simultaneously",1498
方位,"direction, points of the compass, bearing, position, azimuth",1499
高涨,"to surge up, to rise, (of tensions etc) to run high",1500
凌晨,"very early in the morning, in the wee hours",1501
笼罩,"to envelop, to shroud",1502
启程,to set out on a journey,1503
大致,"more or less, roughly, approximately",1504
圆满,"satisfactory, consummate, perfect",1505
叹气,"to sigh, to heave a sigh",1506
天才,"talent, gift, genius, talented, gifted",1507
高明,brilliant,1508
坚实,"firm and substantial, solid",1509
攻克,"to capture, to take, to overcome, to solve",1510
势力,"(political, economic, military) power",1511
解体,"to disintegrate, to collapse, to crumble",1512
华侨,overseas Chinese,1513
补救,to remedy,1514
交涉,"to negotiate, relating to",1515
便条,note,1516
尖锐,"sharp, intense, penetrating, pointed, acute (illness)",1517
授予,"to award, to confer",1518
协议,"agreement, pact, protocol",1519
抵制,"to resist, to boycott, to refuse (to cooperate), to reject, resistance",1520
捧,"to clasp, to cup the hands, to hold up with both hands",1521
天文,astronomy,1522
儒家,Confucian school,1523
传记,biography,1524
散文,"prose, essay",1525
历代,"successive generations, successive dynasties, past dynasties",1526
着迷,"to be fascinated, to be captivated",1527
熏陶,"to seep in, to influence, to nurture, influence, training",1528
胸怀,"one's bosom (the seat of emotions), breast, broad-minded and open",1529
不堪,"utterly, extremely, cannot bear, cannot stand",1530
炎热,"blistering hot, sizzling hot (weather)",1531
骚扰,"to disturb, to cause a commotion, to harass",1532
贫乏,"lack, incomplete",1533
艰难,"difficult, hard, challenging",1534
蜡烛,candle,1535
蚂蚁,ant,1536
颈椎,cervical vertebra,1537
揉,"to knead, to massage, to rub",1538
挪,"to shift, to move",1539
屁股,"buttocks, bottom, butt, back part",1540
知觉,"perception, consciousness",1541
挨,"in order, in sequence, close to, adjacent to",1542
美满,"happy, blissful",1543
天堂,"paradise, heaven",1544
熄灭,"to stop burning, to go out (of fire), to die out, extinguished",1545
泄气,"to be discouraged, to despair, lit. to leak (gas)",1546
眯,to squint,1547
绝望,"to despair, to give up all hope",1548
凝固,"to freeze, to solidify, to congeal",1549
蔓延,"to extend, to spread",1550
克制,"to restrain, to control",1551
默默,"in silence, not speaking",1552
背诵,"to recite, to repeat from memory",1553
编织,"to weave, to knit, to plait, to braid",1554
强制,"to enforce, enforcement, forcibly, compulsory",1555
田野,"field, open land",1556
情形,"circumstances, situation",1557
耀眼,"to dazzle, dazzling",1558
光芒,"rays of light, brilliant rays, radiance",1559
捞,"to fish up, to dredge up",1560
摊,"to spread out, vendor's stand",1561
哇,"Wow!, sound of child's crying, sound of vomiting",1562
毫米,millimeter,1563
迸发,to burst forth,1564
兜,"to drive around, a pocket, a bag",1565
灯笼,lantern,1566
啦,la (exclamation),1567
天赋,"talent, gift, innate skill",1568
贫困,"impoverished, poverty",1569
财富,"wealth, riches",1570
源泉,"fountain, well-spring, source",1571
文艺,literature,1572
剧本,script,1573
磁带,magnetic tape,1574
棕色,brown,1575
容器,"receptacle, vessel",1576
粉色,pink,1577
生肖,animal from the Chinese zodiac,1578
橙,"orange tree, orange (color)",1579
体裁,genre,1580
传单,"leaflet, flier, pamphlet",1581
首饰,"jewelry, head ornament",1582
情节,plot,1583
武侠,martial arts (genre of fiction),1584
玉,jade,1585
答复,"answer, reponse",1586
得罪,"to commit an offense, to violate the law, excuse me! (formal)",1587
大臣,"chancellor (of a monarchy), cabinet minister",1588
对策,countermeasure for dealing with a situation,1589
提议,"proposal, suggestion, to propose, to suggest",1590
请教,"to ask for guidance, to consult",1591
实力,strength,1592
慷慨,"vehement, fervent, generous, giving, liberal",1593
亏待,to treat sb unfairly,1594
动身,"to go on a journey, to leave",1595
磋商,"to consult, to discuss seriously, to negotiate, to confer",1596
荣幸,honored (to have the privilege of ...),1597
转达,"to pass on, to convey, to communicate",1598
爱不释手,to love sth too much to part with it (idiom); to fondle admiringly,1599
圈套,"trap, snare, trick",1600
归还,"to return sth, to revert",1601
从容,"to go easy, unhurried, calm, Taiwan pr. ",1602
中央,"central, middle, center, central authorities (of a state)",1603
兑现,"(of a cheque etc) to cash, to honor a commitment",1604
妄想,"to attempt vainly, a vain attempt, delusion",1605
发誓,"to vow, to pledge, to swear",1606
尸体,"dead body, corpse, carcass",1607
撒谎,to tell lies,1608
隆重,"grand, prosperous, ceremonious, solemn",1609
仪式,ceremony,1610
沐浴,"to take a bath, to bathe, to immerse",1611
辈,"contemporaries, generation, lifetime",1612
庄严,stately,1613
无理取闹,to make trouble without reason (idiom); to be deliberately provocative,1614
冒犯,to offend,1615
亦,also,1616
边境,"frontier, border",1617
泄露,"to leak (information), to divulge, also pr. ",1618
率领,"to lead, to command, to head",1619
镇静,"calm, cool",1620
雄厚,"robust, strong and solid",1621
一贯,"consistent, constant, from start to finish, all along, persistent",1622
霸道,"rule by might, overbearing, tyrannical",1623
声誉,"reputation, fame",1624
列举,"a list, to list, to enumerate",1625
履行,"to fulfill (one's obligations), to carry out (a task)",1626
歪曲,"to distort, to misrepresent",1627
理直气壮,in the right and self-confident (idiom),1628
压迫,"to oppress, to repress, to constrict, oppression, stress (physics)",1629
口头,"oral, verbal",1630
副,"m . (used to indicate.facial expr ession) air, look",1631
姿态,"attitude, posture, stance",1632
隔阂,estrangement,1633
争端,"dispute, controversy, conflict",1634
摘要,"summary, abstract",1635
撤退,to retreat,1636
格式,"form, specification, format",1637
注释,"marginal notes, annotation",1638
标题,"title, heading, headline, caption, subject",1639
侵略,"invasion, encroachment",1640
刊登,"to carry a story, to publish (in a newspaper or magazine)",1641
保卫,"to defend, to safeguard",1642
典礼,"celebration, ceremony",1643
原告,"complainant, plaintiff",1644
科目,subject,1645
独裁,dictatorship,1646
书面,"in writing, written",1647
被告,defendant,1648
暴力,"violence, force, violent",1649
民主,democracy,1650
作弊,"to practice fraud, to cheat",1651
要点,"main point, essential",1652
旷课,"to play truant, to cut classes",1653
招标,to invite bids,1654
文凭,diploma,1655
答辩,"to reply (to an accusation), to defend one's dissertation",1656
刊物,publication,1657
领会,"to understand, to comprehend, to grasp",1658
内涵,"meaning, content",1659
港湾,"natural harbor, bay serving as harbor",1660
晴朗,sunny and cloudless,1661
清澈,"clear, limpid",1662
出神,"spellbound, entranced, lost in thought",1663
弦,"bow string, string of musical instrument, watchspring",1664
美妙,"beautiful, wonderful, splendid",1665
砍伐,"to hew, to cut down",1666
平凡,"commonplace, ordinary, mediocre",1667
乐谱,"a musical score, sheet music",1668
赞叹,"to sigh or gasp in admiration, high praise",1669
创作,"to create, to produce, to write, creative work, creation",1670
民间,"among the people, popular, folk, non-governmental",1671
精通,proficient,1672
难能可贵,"rare and precious, valuable, remarkable",1673
应邀,"at sb's invitation, on invitation",1674
钦佩,"to admire, to look up to, to respect sb greatly",1675
演奏,"to play a musical instrument, to perform music",1676
豪迈,"bold, open-minded, heroic",1677
旋律,"melody, rhythm",1678
雄伟,"grand, imposing, magnificent, majestic",1679
壮观,"spectacular, magnificent sight",1680
气势,"imposing manner, loftiness, grandeur",1681
气魄,"spirit, boldness, positive outlook, imposing attitude",1682
曲折,"winding, (fig.) complicated",1683
节奏,"rhythm, tempo, musical pulse, cadence, beat",1684
短促,"short in time, fleeting, brief, gasping (breath), curt (tone of voice)",1685
波涛,"great waves, billows",1686
溅,to splash,1687
气概,"lofty quality, mettle, spirit",1688
含义,"meaning (implicit in a phrase), implied meaning, hidden meaning, hint",1689
荒凉,desolate,1690
领悟,"to understand, to comprehend",1691
侃侃而谈,to speak frankly with assurance,1692
投机,"to speculate (on financial markets), opportunistic, congenial",1693
黎明,"dawn, daybreak",1694
告辞,"to say goodbye, to take one's leave",1695
黄昏,"dusk, evening, nightfall",1696
降临,"to descend, to arrive, to come",1697
沮丧,"dispirited, dejected, dismayed",1698
变故,"an unforeseen event, accident, misfortune",1699
逝世,"to pass away, to die",1700
坟墓,"sepulcher, tomb",1701
不止,"more than, not limited to, incessantly, without end",1702
粉碎,"to crush, to smash, to shatter",1703
向来,always (previously),1704
凄凉,desolate,1705
深情厚谊,deep friendship,1706
真挚,"sincere, sincerity",1707
纯洁,"pure, clean and honest, to purify",1708
正负,positive and negative,1709
批发,"wholesale, bulk trade, distribution",1710
发育,"(body) to develop, to grow",1711
纤维,fiber,1712
无辜,"innocent, innocence, not guilty (law)",1713
别墅,villa,1714
撤销,"to repeal, to revoke, (computing) to undo",1715
摩擦,"friction, to rub, conflict",1716
溶解,to dissolve,1717
生育,"to bear, to give birth, to grow, to rear",1718
监督,"to control, to supervise, to inspect",1719
附件,"enclosure, attachment (email), appendix",1720
联盟,"alliance, union, coalition",1721
师范,"teacher-training, pedagogical, normal (school",1722
备忘录,"memorandum, aide-memoire, memorandum book",1723
岂有此理,"how can this be so? (idiom); preposterous, ridiculous, absurd",1724
庸俗,"filthy, vulgar, debased",1725
档次,"grade, class, quality, level",1726
诸位,"(pron) everyone, Ladies and Gentlemen, Sirs",1727
难堪,"hard to take, embarrassed",1728
虚伪,"false, hypocritical, artificial, sham",1729
违背,"to violate, to be contrary to",1730
回避,"to avoid, avoidance",1731
岔,"to branch off, to diverge, to change the subject",1732
聋哑,deaf and dumb,1733
画蛇添足,"lit. draw legs on a snake, to ruin by adding sth superfluous",1734
机灵,"clever, quick-witted",1735
周密,"careful, thorough, meticulous, dense, impenetrable",1736
途径,"way, channel",1737
虚假,"false, phony, pretense",1738
特定,"special, specific, designated, particular",1739
缘故,"reason, cause",1740
意向,"intention, purpose, intent, inclination, disposition",1741
诚挚,"sincere, cordial",1742
一丝不苟,not one thread loose (idiom); strictly according to the rules,1743
倾听,to listen attentively,1744
视频,video,1745
一目了然,obvious at a glance (idiom),1746
预先,"beforehand, in advance",1747
探测,"to probe, to take readings, to explore, exploration",1748
智商,IQ (intelligence quotient),1749
提炼,"to extract (ore, minerals etc), to refine, to purify, to process",1750
相声,"comic dialog, sketch, crosstalk",1751
座右铭,"motto, maxim",1752
通用,"common (use), interchangeable",1753
调节,"to adjust, to regulate, to harmonize, to reconcile (accountancy etc)",1754
循环,"to cycle, to circulate, circle, loop",1755
收缩,"to pull back, to shrink, to contract, (physiology) systole",1756
氧气,oxygen,1757
桨,"oar, paddle",1758
试验,"experiment, test, experimental",1759
脂肪,"fat (in the body, in a plant, or in food)",1760
动脉,artery,1761
实质,"substance, essence",1762
肆无忌惮,"absolutely unrestrained, unbridled, without the slightest scruple",1763
损坏,"to damage, to injure",1764
倾向,"trend, tendency, orientation",1765
分寸,"propriety, appropriate behavior",1766
恰到好处,"it's just perfect, it's just right",1767
是非,"right and wrong, quarrel",1768
探讨,"to investigate, to probe",1769
收益,"earnings, profit",1770
起哄,"to heckle, rowdy jeering, to create a disturbance",1771
斟酌,"to consider, to deliberate, to fill up a cup to the brim",1772
恰当,"appropriate, suitable",1773
焦点,"focus, focal point",1774
内幕,"inside story, non-public information",1775
住宅,"residence, tenement",1776
相等,"equal, equally, equivalent",1777
统治,"to rule (a country), to govern, rule",1778
埋葬,to bury,1779
呕吐,to vomit,1780
时事,"current trends, the present situation",1781
示意,"to hint, to indicate (an idea to sb)",1782
烘,"to bake, to heat by fire",1783
正当,"timely, just (when needed)",1784
贼,"thief, traitor, wily, deceitful, evil, extremely",1785
腐朽,"rotten, decayed, decadent",1786
妥善,"appropriate, proper",1787
衔接,"to join together, to combine",1788
条约,"treaty, pact",1789
陷阱,"pitfall, snare, trap",1790
旋转,"to rotate, to revolve, to spin, to whirl",1791
纲领,"program, guiding principle",1792
惯例,"convention, usual practice",1793
顽固,"stubborn, obstinate",1794
奢侈,"luxurious, extravagant",1795
指数,"(numerical, statistical) index",1796
居民,"resident, inhabitant",1797
当前,"current, today's, modern, present, to be facing (us)",1798
扰乱,"to disturb, to perturb, to harass",1799
摧残,"to ravage, to ruin",1800
普及,"popular, to popularize, universal, ubiquitous, pervasive",1801
盛行,"to be in vogue, to be prevalent",1802
过瘾,"to satisfy a craving, to get a kick out of sth, gratifying",1803
分泌,"to secrete, secretion",1804
职能,"function, role",1805
衰老,"to age, to deteriorate with age, old and weak",1806
调剂,"to adjust, to balance, to make up a medical prescription",1807
细胞,cell (biology),1808
肿瘤,tumor,1809
癌症,cancer,1810
供不应求,supply does not meet demand,1811
枕头,pillow,1812
折腾,to toss from side to side (e.g. sleeplessly),1813
容忍,"to put up with, to tolerate",1814
蹬,"to step on, to tread on, to wear, Taiwan pr. ",1815
拳头,"fist, clenched fist, competitive (product)",1816
不时,"from time to time, now and then, occasionally, frequently",1817
气色,complexion,1818
轨道,"orbit, railway or tram line, fig. conventional way of thinking",1819
酒精,"alcohol, ethano, ethyl alcohol",1820
不相上下,"equally matched, about the same",1821
适宜,"suitable, appropriate",1822
场合,"situation, occasion",1823
逆行,"to go the wrong way, to go against one-way traffic regulation",1824
茫然,"blankly, vacantly, at a loss",1825
丢三落四,"forgetful, empty-headed",1826
起伏,"to move up and down, to undulate, ups and downs",1827
发呆,"to stare blankly, to be stunned, to be lost in thought",1828
记性,memory (ability to retain information),1829
地步,"condition, situation, plight, extent, room for action",1830
混乱,"confusion, chaos, disorder",1831
恶化,to worsen,1832
慢性,"slow and patient, chronic (disease)",1833
总而言之,"in short, in a word, in brief",1834
举足轻重,a foot's move sways the balance (idiom); to hold the balance of power,1835
呼吁,"to call on (sb to do sth), to appeal (to), an appeal",1836
无动于衷,"aloof, indifferent, unconcerned",1837
竭尽全力,to spare no effort (idiom); to do one's utmost,1838
根源,"origin, root (cause)",1839
对付,"to handle, to deal with, to cope, to get by with",1840
纠正,"to correct, to make right",1841
糟蹋,"to waste, to defile, to abuse, to insult, to defile, to trample on",1842
迫害,"to persecute, persecution",1843
毁灭,"to perish, to ruin, to destroy",1844
标本,"specimen, sample, the root cause and symptoms of a disease",1845
端午节,Dragon Boat Festival (5th day of the 5th lunar month),1846
直径,diameter,1847
雷达,radar (loanword),1848
化石,fossil,1849
卡通,cartoon (loanword),1850
舞蹈,dance,1851
立方,(math.) cubic,1852
花蕾,"bud, flower bud",1853
棉花,cotton,1854
忠实,faithful,1855
不敢当,I don’t deserve your praise  (lit. I dare not accept the honor),1856
走廊,"corridor, aisle, hallway",1857
徒弟,"apprentice, disciple",1858
气功,qigong,1859
剑,double-edged sword,1860
哦,oh,1861
协会,"an association, a society",1862
爆发,"to break out, to erupt, to explode, to burst out",1863
劈,"to hack, to chop, to split open, (of lightning) to strike",1864
误解,"to misunderstand, to misread, misunderstanding",1865
群众,"mass, multitude, the masses",1866
逐年,"year after year, with each passing year, over the years",1867
要素,"essential factor, key constituent",1868
智力,"intelligence, intellect",1869
预期,"to expect, to anticipate",1870
首要,"the most important, of chief importance",1871
生锈,"to rust, to grow rusty, to corrode, oxidization",1872
放射,"to radiate, radioactive",1873
夫人,"lady, madam, Mrs.",1874
端正,"upright, regular, proper, correct",1875
潜力,"potential, capacity",1876
衰退,"to decline, to fall, to drop, to falter, a decline",1877
著作,"to write, literary work, book, article, writings",1878
反射,"to reflect, reflection (from a mirror etc)",1879
弱点,"weak point, failing",1880
迁就,"to yield, to adapt to, to accommodate to (sth)",1881
坚定,"firm, steady, staunch, resolute",1882
坚韧,"tough and durable, tenacious",1883
狠心,"callous, heartless",1884
半途而废,to give up halfway (idiom); leave sth unfinished,1885
虐待,"to mistreat, to maltreat, to abuse, mistreatment, maltreatment",1886
落实,"practical, workable, to implement, to carry out, to decide",1887
归根到底,"after all, in the final analysis, ultimately",1888
胡乱,"careless, reckless, casually, absent-mindedly, at will, at random",1889
间接,indirect,1890
品行,"behavior, moral conduct",1891
消毒,"to disinfect, to sterilize",1892
钙,calcium (chemistry),1893
二氧化碳,carbon dioxide CO2,1894
舒畅,"happy, entirely free from worry",1895
宣扬,"to proclaim, to make public or well known",1896
孔,surname Kong,1897
循序渐进,in sequence,1898
急于求成,anxious for quick results (idiom); to demand instant success,1899
剧烈,"violent, acute, severe, fierce",1900
幅度,"width, extent, range, scope",1901
蛋白质,protein,1902
不愧,to be worthy of,1903
维生素,vitamin,1904
定期,"regular, periodical",1905
联络,contact,1906
保重,to take care of oneself,1907
致辞,"to make a speech, to address an audience",1908
名额,"quota, number of places, place (in an institution, a group etc)",1909
偏差,"bias, deviation",1910
屏障,protective screen,1911
威力,"might, formidable power",1912
手势,"gesture, sign, signal",1913
压榨,"to press, to squeeze, to extract juice, oil etc by squeezing",1914
压制,"to suppress, to inhibit, to stifle",1915
清除,"to eliminate, to get rid of",1916
挽回,"to retrieve, to redeem",1917
倾斜,"to incline, to lean, to slant, to slope, to tilt",1918
挑衅,"to provoke, provocation",1919
背叛,to betray,1920
上进,"to make progress, to do better, fig. ambitious to improve oneself",1921
抱负,"aspiration, ambition",1922
魄力,"courage, daring, boldness, resolution, drive",1923
开阔,"wide, open (spaces), to open up",1924
处境,"plight, unfavorable situation",1925
打击,"to hit, to strike, to attack, to crack down on sth, a setback, a blow",1926
脆弱,"weak, frail",1927
榜样,"example, model",1928
光彩,"luster, splendor, radiance, brilliance",1929
理智,"reason, intellect, rationality, rational",1930
哭泣,to weep,1931
否决,"to veto, to overrule",1932
出息,"to yield interest, profit etc, to exhale (Buddhism)",1933
娃娃,"baby, small child, doll",1934
潜移默化,"imperceptible influence, to influence secretly",1935
鞭策,"to spur on, to urge on, to encourage sb (e.g. to make progress)",1936
赋予,"to assign, to entrust (a task), to give, to bestow",1937
扮演,"to play the role of, to act",1938
鄙视,"to despise, to disdain, to look down upon",1939
讥笑,to sneer,1940
恶心,disgusting,1941
体面,"dignity, face (as in ""losing face""), honorable, creditable, pretty",1942
含糊,"ambiguous, vague, careless, perfunctory",1943
束缚,"to bind, to restrict, to tie, to commit, fetters",1944
魔鬼,devil,1945
神仙,"diety, Daoist immortal, supernatural entity, (in modern fiction) fairy",1946
健全,"robust, sound",1947
塌,"to collapse, to droop, to settle down",1948
反之,"on the other hand..., conversely...",1949
转移,"to shift, to divert or distract (attention etc), to change",1950
喉咙,"throat, larynx",1951
鼻涕,"nasal mucus, snivel",1952
之际,"during, at the time of",1953
修复,"to restore, to renovate, restoration",1954
许可,"to allow, to permit",1955
倡导,"to advocate, to initiate, to propose",1956
情理,"reason, sense",1957
忌讳,"taboo, to avoid as taboo, to abstain from",1958
外界,"the outside world, external",1959
狭隘,"narrow, tight, narrow minded, lacking in experience",1960
偏见,prejudice,1961
阻挠,"to thwart, to obstruct (sth)",1962
尊严,"dignity, sanctity, honor, majesty",1963
理睬,"to heed, to pay attention to",1964
淹没,"to submerge, to drown, to flood, to drown out (also fig.)",1965
须知,"prerequisites, rules that must be known before starting sth",1966
抹杀,"to erase, to cover traces, to obliterate evidence, to expunge",1967
岁月,"years, time",1968
沉淀,"to settle, to precipitate (solid sediment out of a solution)",1969
磨合,"to break in, to wear in",1970
壮烈,"brave, heroic",1971
片断,"section, fragment, segment",1972
公关,public relations,1973
集团,"group, bloc, corporation, conglomerate",1974
秃,"bald, blunt",1975
蒸发,"to evaporate, evaporation",1976
出卖,"to offer for sale, to sell, to sell out or betray",1977
辩证,"to investigate, dialectical",1978
捎,"to bring sth to sb, to deliver",1979
染,"to dye, to catch (a disease), to acquire (bad habits etc)",1980
煎,"to pan fry, to sauté",1981
渣,"slag (in mining or smelting), dregs",1982
清真,"Islamic, Muslim, halal (of food), clean, pure",1983
纪要,"minutes, written summary of a meeting",1984
为期,"(to be done) by (a certain date), lasting (a certain time)",1985
征服,"to conquer, to subdue, to vanquish",1986
桥梁,"bridge, fig. connection between two areas",1987
平原,"field, plain",1988
夹杂,"to mix together (disparate substances), to mingle, a mix",1989
呼啸,"to whistle, to scream, to whiz",1990
宽敞,"spacious, wide",1991
齐全,complete,1992
封闭,"to seal, to close, to confine, to seal off",1993
符号,"symbol, mark, sign",1994
喧哗,"hubbub, clamor, to make a racket",1995
不屑一顾,to disdain as beneath contempt (idiom),1996
威风,"might, awe-inspiring authority, impressive",1997
演绎,"to deduce, to infer",1998
电源,electric power source,1999
闭塞,"to stop up, to close up",2000
正义,"justice, righteousness, just, righteous",2001
见义勇为,"to see what is right and act courageously (idiom, from Analects)",2002
洪水,"deluge, flood",2003
英勇,"bravery, gallant, valiant",2004
贵族,"lord, nobility, nobleman, noblewoman, aristocrat, aristocracy",2005
播种,"to sow seeds, sowing, seed",2006
承包,"to contract, to undertake (a job)",2007
方言,dialect,2008
捣乱,"to disturb, to look for trouble, to stir up a row",2009
狼狈,in a difficult situation,2010
幼稚,"young, childish, naive",2011
双胞胎,twin,2012
家常,the daily life of a family,2013
回顾,"to look back, to review",2014
往事,"past events, former happenings",2015
方圆,circumference,2016
爆炸,"explosion, to explode, to blow up, to detonate",2017
对联,rhyming couplet,2018
拜年,"to pay a New Year call, to wish sb a Happy New Year",2019
天伦之乐,family love and joy,2020
元宵节,Lantern Festival,2021
正月,first month of the lunar year,2022
寺庙,"temple, monastery, shrine",2023
眼神,"expression or emotion showing in one's eyes, meaningful glance, wink",2024
新郎,"bridegroom, groom",2025
新娘,bride,2026
响应,"to respond to, answer",2027
社区,community,2028
物业,"property, real estate, property management",2029
媳妇,"daughter-in-law, wife (of a younger man), young married woman",2030
贤惠,"chaste, virtuous",2031
惊动,"alarm, alert, disturb",2032
现场,"the scene (of a crime, accident etc), (on) the spot, (at) the site",2033
联欢,"to have a get-together, celebration, party",2034
漫画,"caricature, cartoon, Japanese manga",2035
仓促,"all of a sudden, hurriedly",2036
无拘无束,"free and unconstrained (idiom); unfettered, unbuttoned",2037
束,a bunch,2038
舟,boat,2039
拘束,"to restrict, to restrain, constrained, awkward, ill at ease",2040
指示,"to point out, to indicate, to instruct, directives, instructions",2041
包庇,"to shield, to harbor, to cover up",2042
共鸣,"resonance (physics), sympathetic response to sth",2043
武装,"arms, equipment, to arm, military, armed (forces)",2044
界限,"boundary, marginal",2045
团结,"to unite, unity, solidarity, friendly, harmonious",2046
发动,"to start, to launch, to unleash, to mobilize, to arouse",2047
签署,to sign (an agreement),2048
充当,"to serve as, to act as, to play the role of",2049
整顿,"to tidy up, to reorganize, to consolidate, to rectify",2050
测量,"survey, to measure, to gauge, to determine",2051
验收,"to check on receipt, an inventory of received goods",2052
霞,red clouds,2053
朴素,"plain and simple, unadorned, simple living, not frivolous",2054
温和,"mild, gentle, moderate",2055
颠簸,"to shake, to jolt, to bump",2056
巷,"lane, alley",2057
陶瓷,"pottery and porcelain, ceramics",2058
收藏,"to hoard, to collect, collection, to bookmark (Internet)",2059
鉴定,"to appraise, to identify, to evaluate",2060
无偿,"free, no charge, at no cost",2061
赠送,to present as a gift,2062
络绎不绝,continuously; in an endless stream (idiom),2063
文物,"cultural relic, historical relic",2064
同志,"comrade, (slang) homosexual",2065
打包,"to wrap, to pack, to ask for a doggy bag (at a restaurant)",2066
搭配,"to pair up, to match, to arrange in pairs, to add sth into a group",2067
图案,"design, pattern",2068
皇帝,emperor,2069
皇后,"empress, imperial consort",2070
销毁,"to destroy (by melting or burning), to obliterate",2071
手艺,"craftmanship, workmanship, handicraft, trade",2072
凝聚,"to condense, to coagulate, coacervation (i.e. form tiny droplets)",2073
结晶,"crystallization, crystalline, crystal",2074
籍贯,"one's native place, place of ancestry, registered birthplace",2075
采购,"to procure (for an enterprise etc), to purchase",2076
创业,"to begin an undertaking, to start a major task, to initiate",2077
威望,prestige,2078
吝啬,"stingy, mean, miserly",2079
尚且,"(not) even, yet, still",2080
不惜,"not stint, not spare, not hesitate (to do sth)",2081
可观,"considerable, impressive, significant",2082
神圣,"divine, hallow, holy, sacred",2083
使命,"mission (diplomatic or other), set task",2084
看待,"to look upon, to regard",2085
家属,family members,2086
拥护,to support,2087
表彰,to commend,2088
荣誉,honor,2089
奖励,reward,2090
称号,title,2091
争气,to strive for success,2092
沾光,to benefit from the association with sb or sth,2093
品质,quality,2094
乐意,to be willing to,2095
精益求精,to always endeavour to do still better,2096
次序,order,2097
